uid,text,fluency,omission,addition,repetition,evaluator_name,language_code,eid,team_name,category,triple_count,tripleset,stratum,sample_id,reference_text,system
ga_402,"""Tá an ALCO RS-3 17068.8 (milliméadar) ar fad agus ba é an líon iomlán a rinneadh ná 1,418.""",4,True,True,True,A006,ga,517,refs,MeanOfTransportation,2,ALCO_RS-3 | totalProduction | 1418<br>ALCO_RS-3 | length | 17068.8 (millimetres),MeanOfTransportation#2,2,"""Tá an ALCO RS-3 17068.8 (milliméadar) ar fad agus ba é an líon iomlán a rinneadh ná 1,418.""",ref
ga_102,"Rinneadh 1418 ALCO RS-3 san iomlán agus is é a fhad ná 17,068.8 millimetres.",3,True,True,True,A008,ga,517,team_b,MeanOfTransportation,2,ALCO_RS-3 | totalProduction | 1418<br>ALCO_RS-3 | length | 17068.8 (millimetres),MeanOfTransportation#2,2,"""Tá an ALCO RS-3 17068.8 (milliméadar) ar fad agus ba é an líon iomlán a rinneadh ná 1,418.""",ref
ga_302,Táirgeadh an ALCO RS-3 1418 uair san iomlán agus tá fad 17068.8 milliméadar aige.,3,False,False,True,A009,ga,517,team_g,MeanOfTransportation,2,ALCO_RS-3 | totalProduction | 1418<br>ALCO_RS-3 | length | 17068.8 (millimetres),MeanOfTransportation#2,2,"""Tá an ALCO RS-3 17068.8 (milliméadar) ar fad agus ba é an líon iomlán a rinneadh ná 1,418.""",ref
ga_2,Tá an ALCO RS-3 17068.8 milliméadar ar fhad agus rinneadh 1418.,2,True,True,True,A005,ga,517,team_a,MeanOfTransportation,2,ALCO_RS-3 | totalProduction | 1418<br>ALCO_RS-3 | length | 17068.8 (millimetres),MeanOfTransportation#2,2,"""Tá an ALCO RS-3 17068.8 (milliméadar) ar fad agus ba é an líon iomlán a rinneadh ná 1,418.""",ref
ga_202,Tá táirgeadh iomlán 1418 ag an ALCO RS-3 agus fad 17068.8 milliméadar aige.,4,True,True,True,A007,ga,517,team_d,MeanOfTransportation,2,ALCO_RS-3 | totalProduction | 1418<br>ALCO_RS-3 | length | 17068.8 (millimetres),MeanOfTransportation#2,2,"""Tá an ALCO RS-3 17068.8 (milliméadar) ar fad agus ba é an líon iomlán a rinneadh ná 1,418.""",ref
ga_403,"Tá daonra 1,777,539 ag Ciudad Ayala agus dlús daonra 1,604.0.",4,True,True,True,A006,ga,1434,team_g,City,2,Ciudad_Ayala | populationMetro | 1777539<br>Ciudad_Ayala | populationDensity | 1604.0,City#2,3,"""Is é daonra Ciudad Ayala 1,777,539 agus tá dlús daonra 1604 aige.""",ref
ga_103,"""Is é daonra Ciudad Ayala 1,777,539 agus tá dlús daonra 1604 aige.""",4,True,True,True,A008,ga,1434,refs,City,2,Ciudad_Ayala | populationMetro | 1777539<br>Ciudad_Ayala | populationDensity | 1604.0,City#2,3,"""Is é daonra Ciudad Ayala 1,777,539 agus tá dlús daonra 1604 aige.""",ref
ga_303,Tá dlús daonra i Ciudad Ayala de 1604.0 agus tá méideanna daonra de 1776539.,2,True,True,True,A009,ga,1434,team_a,City,2,Ciudad_Ayala | populationMetro | 1777539<br>Ciudad_Ayala | populationDensity | 1604.0,City#2,3,"""Is é daonra Ciudad Ayala 1,777,539 agus tá dlús daonra 1604 aige.""",ref
ga_3,Tá dlús daonra 1604.0 ag Ciudad Ayala agus limistéar mhetró 1777539 aige.,5,True,True,True,A005,ga,1434,team_d,City,2,Ciudad_Ayala | populationMetro | 1777539<br>Ciudad_Ayala | populationDensity | 1604.0,City#2,3,"""Is é daonra Ciudad Ayala 1,777,539 agus tá dlús daonra 1604 aige.""",ref
ga_203,"Tá daonra de 1,777,539 ag achar cathrach Ciudad Ayala. Is é an dlús daonra de Chiudad Ayala ná 1,604.",4,True,True,True,A007,ga,1434,team_b,City,2,Ciudad_Ayala | populationMetro | 1777539<br>Ciudad_Ayala | populationDensity | 1604.0,City#2,3,"""Is é daonra Ciudad Ayala 1,777,539 agus tá dlús daonra 1604 aige.""",ref
ga_404,Tá GMA New Media san earnáil Meáin chumarsáide. Is príomhdhuine é Felipe Gozon aige agus is cuideachta meáin é.,3,False,False,True,A006,ga,1313,team_b,Company,4,GMA_New_Media | industry | Mass_Media<br>GMA_New_Media | keyPerson | Felipe_Gozon<br>GMA_New_Media | industry | Entertainment<br>GMA_New_Media | type | Media_company,Company#4,4,"""Is príomhdhuine é Felipe Gozon in GMA New Media, cuideachta i dtionscal na meán cumarsáide. Is cuideachta meán é GMA New Media, Inc., i dtionscal na siamsaíochta.""",ref
ga_104,"Is comhlacht meán é GMA New Media sa tionscal meán cumarsáide, áit a bhfuil Felipe Gozon ina dhuine mór.",3,False,True,True,A008,ga,1313,team_d,Company,4,GMA_New_Media | industry | Mass_Media<br>GMA_New_Media | keyPerson | Felipe_Gozon<br>GMA_New_Media | industry | Entertainment<br>GMA_New_Media | type | Media_company,Company#4,4,"""Is príomhdhuine é Felipe Gozon in GMA New Media, cuideachta i dtionscal na meán cumarsáide. Is cuideachta meán é GMA New Media, Inc., i dtionscal na siamsaíochta.""",ref
ga_304,"""Is príomhdhuine é Felipe Gozon in GMA New Media, cuideachta i dtionscal na meán cumarsáide. Is cuideachta meán é GMA New Media, Inc., i dtionscal na siamsaíochta.""",2,True,True,False,A009,ga,1313,refs,Company,4,GMA_New_Media | industry | Mass_Media<br>GMA_New_Media | keyPerson | Felipe_Gozon<br>GMA_New_Media | industry | Entertainment<br>GMA_New_Media | type | Media_company,Company#4,4,"""Is príomhdhuine é Felipe Gozon in GMA New Media, cuideachta i dtionscal na meán cumarsáide. Is cuideachta meán é GMA New Media, Inc., i dtionscal na siamsaíochta.""",ref
ga_4,"Is cuideachta meáin é GMA New Media i dtionscail na hollmheáin agus na siamsaíochta, agus Felipe Gozon mar phríomhdhuine aige.",5,True,True,True,A005,ga,1313,team_g,Company,4,GMA_New_Media | industry | Mass_Media<br>GMA_New_Media | keyPerson | Felipe_Gozon<br>GMA_New_Media | industry | Entertainment<br>GMA_New_Media | type | Media_company,Company#4,4,"""Is príomhdhuine é Felipe Gozon in GMA New Media, cuideachta i dtionscal na meán cumarsáide. Is cuideachta meán é GMA New Media, Inc., i dtionscal na siamsaíochta.""",ref
ga_204,Is cuideachta meán é GMA New Media sa tionscal na meáin mhóra agus tá Felipe Gozon ina phríomh-phcéal.,3,False,False,True,A007,ga,1313,team_a,Company,4,GMA_New_Media | industry | Mass_Media<br>GMA_New_Media | keyPerson | Felipe_Gozon<br>GMA_New_Media | industry | Entertainment<br>GMA_New_Media | type | Media_company,Company#4,4,"""Is príomhdhuine é Felipe Gozon in GMA New Media, cuideachta i dtionscal na meán cumarsáide. Is cuideachta meán é GMA New Media, Inc., i dtionscal na siamsaíochta.""",ref
ga_405,Rugadh Alan Shepard i New Hampshire agus fuair sé bás i gCalifornia. Bronnadh Bonn Seirbhíse Oirirce (Cabhlach na Stát Aontaithe) air.,4,True,True,True,A006,ga,23,team_g,Astronaut,3,Alan_Shepard | deathPlace | California<br>Alan_Shepard | birthPlace | New_Hampshire<br>Alan_Shepard | award | Distinguished_Service_Medal_(United_States_Navy),Astronaut#3,5,Rugadh faighteoir an Bhoinn Scothsheirbhíse (Cabhlach SAM) Alan Shepard in New Hampshire ach fuair sé bás in Califoirnia.,ref
ga_105,"Fuair Alan Shepard, a rugadh i New Hampshire, bás i gCalifornia agus an Distinguished Service Medal.",2,False,True,True,A008,ga,23,team_b,Astronaut,3,Alan_Shepard | deathPlace | California<br>Alan_Shepard | birthPlace | New_Hampshire<br>Alan_Shepard | award | Distinguished_Service_Medal_(United_States_Navy),Astronaut#3,5,Rugadh faighteoir an Bhoinn Scothsheirbhíse (Cabhlach SAM) Alan Shepard in New Hampshire ach fuair sé bás in Califoirnia.,ref
ga_305,Rugadh faighteoir an Bhoinn Scothsheirbhíse (Cabhlach SAM) Alan Shepard in New Hampshire ach fuair sé bás in Califoirnia.,2,True,True,True,A009,ga,23,refs,Astronaut,3,Alan_Shepard | deathPlace | California<br>Alan_Shepard | birthPlace | New_Hampshire<br>Alan_Shepard | award | Distinguished_Service_Medal_(United_States_Navy),Astronaut#3,5,Rugadh faighteoir an Bhoinn Scothsheirbhíse (Cabhlach SAM) Alan Shepard in New Hampshire ach fuair sé bás in Califoirnia.,ref
ga_5,Rugadh Alan Shepard i New Hampshire agus cailleadh i California é. Bronnadh Bonn Seirbhíse Chéimiúil na Stát Aontaithe air.,5,True,True,True,A005,ga,23,team_d,Astronaut,3,Alan_Shepard | deathPlace | California<br>Alan_Shepard | birthPlace | New_Hampshire<br>Alan_Shepard | award | Distinguished_Service_Medal_(United_States_Navy),Astronaut#3,5,Rugadh faighteoir an Bhoinn Scothsheirbhíse (Cabhlach SAM) Alan Shepard in New Hampshire ach fuair sé bás in Califoirnia.,ref
ga_205,Rugadh Alan Shepard i Nua Hampshire agus fuair sé bás i California. Tugadh an Mádal Seirbhíse Diúltaithe dó ag an mBreatain Aontaithe.,2,False,False,True,A007,ga,23,team_a,Astronaut,3,Alan_Shepard | deathPlace | California<br>Alan_Shepard | birthPlace | New_Hampshire<br>Alan_Shepard | award | Distinguished_Service_Medal_(United_States_Navy),Astronaut#3,5,Rugadh faighteoir an Bhoinn Scothsheirbhíse (Cabhlach SAM) Alan Shepard in New Hampshire ach fuair sé bás in Califoirnia.,ref
ga_406,Is fosheánra de Shludge metal é Southern sludge.,5,True,True,True,A006,ga,109,team_b,MusicalWork,1,Sludge_metal | musicSubgenre | Southern_sludge,MusicalWork#1,6,Tá cineál eile de mhiotal sloda ann ar a dtugtar sloda desiceartach.,ref
ga_106,Is fo-ghnéas ceoil é an sludge metal ó thír na hOstair.,2,False,False,True,A008,ga,109,team_a,MusicalWork,1,Sludge_metal | musicSubgenre | Southern_sludge,MusicalWork#1,6,Tá cineál eile de mhiotal sloda ann ar a dtugtar sloda desiceartach.,ref
ga_306,Is fo-seánra ceoil é Slamge Theas.,2,True,True,True,A009,ga,109,team_d,MusicalWork,1,Sludge_metal | musicSubgenre | Southern_sludge,MusicalWork#1,6,Tá cineál eile de mhiotal sloda ann ar a dtugtar sloda desiceartach.,ref
ga_6,Is subgenre de sloda an Deiscirt é miotal sloda.,3,True,True,True,A005,ga,109,team_g,MusicalWork,1,Sludge_metal | musicSubgenre | Southern_sludge,MusicalWork#1,6,Tá cineál eile de mhiotal sloda ann ar a dtugtar sloda desiceartach.,ref
ga_206,Tá cineál eile de mhiotal sloda ann ar a dtugtar sloda desiceartach.,5,True,True,True,A007,ga,109,refs,MusicalWork,1,Sludge_metal | musicSubgenre | Southern_sludge,MusicalWork#1,6,Tá cineál eile de mhiotal sloda ann ar a dtugtar sloda desiceartach.,ref
ga_407,"Lean Live at Roadburn 2008 (Séan de No Light) ar an bpacáiste ""Nó Light"".",2,False,False,True,A006,ga,1211,team_a,MusicalWork,1,Nord_(Year_of_No_Light_album) | followedBy | Live_at_Roadburn_2008_(Year_of_No_Light_album),MusicalWork#1,7,D'eisigh The Year of No Light an t-albam Live at Roadburn 2008 tar éis an albaim Nord dá chuid.,ref
ga_107,D'eisigh The Year of No Light an t-albam Live at Roadburn 2008 tar éis an albaim Nord dá chuid.,5,True,True,True,A008,ga,1211,refs,MusicalWork,1,Nord_(Year_of_No_Light_album) | followedBy | Live_at_Roadburn_2008_(Year_of_No_Light_album),MusicalWork#1,7,D'eisigh The Year of No Light an t-albam Live at Roadburn 2008 tar éis an albaim Nord dá chuid.,ref
ga_307,Lean an albam Nord by Year of No Light leis an albam Live at Roadburn 2008 le Year of No Light.,2,True,True,True,A009,ga,1211,team_g,MusicalWork,1,Nord_(Year_of_No_Light_album) | followedBy | Live_at_Roadburn_2008_(Year_of_No_Light_album),MusicalWork#1,7,D'eisigh The Year of No Light an t-albam Live at Roadburn 2008 tar éis an albaim Nord dá chuid.,ref
ga_7,Leanann Live at Roadburn 2008 Nord.,4,False,True,True,A005,ga,1211,team_b,MusicalWork,1,Nord_(Year_of_No_Light_album) | followedBy | Live_at_Roadburn_2008_(Year_of_No_Light_album),MusicalWork#1,7,D'eisigh The Year of No Light an t-albam Live at Roadburn 2008 tar éis an albaim Nord dá chuid.,ref
ga_207,Tháinig Live at Roseburn 2008 (albam Year of No Light) i ndiaidh Nord (Aíon na Nollag).,2,True,True,True,A007,ga,1211,team_d,MusicalWork,1,Nord_(Year_of_No_Light_album) | followedBy | Live_at_Roadburn_2008_(Year_of_No_Light_album),MusicalWork#1,7,D'eisigh The Year of No Light an t-albam Live at Roadburn 2008 tar éis an albaim Nord dá chuid.,ref
ga_408,"Imríonn Aleksandr Prudnikov do FC Spartak Moscow agus imríonn sé do FC Amkar Perm, a bhainistíonn Gadzhi Gadzhiyev. Tá airde 185.0 cm aige.",2,False,False,True,A006,ga,246,team_d,Athlete,4,Aleksandr_Prudnikov | club | FC_Amkar_Perm<br>Aleksandr_Prudnikov | height | 185.0 (centimetres)<br>Aleksandr_Prudnikov | youthclub | FC_Spartak_Moscow<br>FC_Amkar_Perm | manager | Gadzhi_Gadzhiyev,Athlete#4,8,"""Imríonn Aleksandr Prudnikov do FC Amkar Perm, atá faoi bhainistíocht Gadzhi Gadzhiyev. D'imir Prudnikov freisin d'fhoireann óige FC Spartak Mhoscó. Tá sé 185 cheintiméadar ar airde.""",ref
ga_108,Tá Aleksandr Prudnikov 185 ceintiméadar ar airde agus d'imir sé do FC Amkar Perm agus FC Spartak Moscow. Tá FC Amkar Perm á bhainistiú faoi láthair ag Gadzhi Gadzhiyev.,5,False,True,True,A008,ga,246,team_g,Athlete,4,Aleksandr_Prudnikov | club | FC_Amkar_Perm<br>Aleksandr_Prudnikov | height | 185.0 (centimetres)<br>Aleksandr_Prudnikov | youthclub | FC_Spartak_Moscow<br>FC_Amkar_Perm | manager | Gadzhi_Gadzhiyev,Athlete#4,8,"""Imríonn Aleksandr Prudnikov do FC Amkar Perm, atá faoi bhainistíocht Gadzhi Gadzhiyev. D'imir Prudnikov freisin d'fhoireann óige FC Spartak Mhoscó. Tá sé 185 cheintiméadar ar airde.""",ref
ga_308,Tá Aleksandr Prudnikov 185 cm ar airde agus bhí sé ina bhall den fhoireann óige FC Spartak Moscó agus tá sé ag imirt le haghaidh FC Amkar Perm.  Is é Gadzhi Gadzhiyev bainisteoir an FC Amkar Perm.,3,True,True,True,A009,ga,246,team_a,Athlete,4,Aleksandr_Prudnikov | club | FC_Amkar_Perm<br>Aleksandr_Prudnikov | height | 185.0 (centimetres)<br>Aleksandr_Prudnikov | youthclub | FC_Spartak_Moscow<br>FC_Amkar_Perm | manager | Gadzhi_Gadzhiyev,Athlete#4,8,"""Imríonn Aleksandr Prudnikov do FC Amkar Perm, atá faoi bhainistíocht Gadzhi Gadzhiyev. D'imir Prudnikov freisin d'fhoireann óige FC Spartak Mhoscó. Tá sé 185 cheintiméadar ar airde.""",ref
ga_8,"""Imríonn Aleksandr Prudnikov do FC Amkar Perm, atá faoi bhainistíocht Gadzhi Gadzhiyev. D'imir Prudnikov freisin d'fhoireann óige FC Spartak Mhoscó. Tá sé 185 cheintiméadar ar airde.""",5,True,True,True,A005,ga,246,refs,Athlete,4,Aleksandr_Prudnikov | club | FC_Amkar_Perm<br>Aleksandr_Prudnikov | height | 185.0 (centimetres)<br>Aleksandr_Prudnikov | youthclub | FC_Spartak_Moscow<br>FC_Amkar_Perm | manager | Gadzhi_Gadzhiyev,Athlete#4,8,"""Imríonn Aleksandr Prudnikov do FC Amkar Perm, atá faoi bhainistíocht Gadzhi Gadzhiyev. D'imir Prudnikov freisin d'fhoireann óige FC Spartak Mhoscó. Tá sé 185 cheintiméadar ar airde.""",ref
ga_208,"D'imir Aleksandr Prudnikov, atá 185 centimetres ar airde, d'FhC Amkar Perm agus club óige FC Spartak Moscow. Tá Gadzhi Gadzhiyev ina bhainisteoir ar FhC Amkar Perm.",4,True,True,True,A007,ga,246,team_b,Athlete,4,Aleksandr_Prudnikov | club | FC_Amkar_Perm<br>Aleksandr_Prudnikov | height | 185.0 (centimetres)<br>Aleksandr_Prudnikov | youthclub | FC_Spartak_Moscow<br>FC_Amkar_Perm | manager | Gadzhi_Gadzhiyev,Athlete#4,8,"""Imríonn Aleksandr Prudnikov do FC Amkar Perm, atá faoi bhainistíocht Gadzhi Gadzhiyev. D'imir Prudnikov freisin d'fhoireann óige FC Spartak Mhoscó. Tá sé 185 cheintiméadar ar airde.""",ref
ga_409,"""D'imir Agremiação Sportiva Arapiraquense i séasúr 2015 agus imríonn sé i sraith Campeonato Brasileiro Série C, a raibh Vila Nova Futebol Clube ina sheaimpíní air.""",2,False,True,True,A006,ga,662,refs,SportsTeam,3,Agremiação_Sportiva_Arapiraquense | league | Campeonato_Brasileiro_Série_C<br>Agremiação_Sportiva_Arapiraquense | season | 2015<br>Campeonato_Brasileiro_Série_C | champions | Vila_Nova_Futebol_Clube,SportsTeam#3,9,"""D'imir Agremiação Sportiva Arapiraquense i séasúr 2015 agus imríonn sé i sraith Campeonato Brasileiro Série C, a raibh Vila Nova Futebol Clube ina sheaimpíní air.""",ref
ga_109,Dimir Agremiaço Sportiva Arapiraquense sa sraith Campeonato Brasileiro Série C i 2015 agus is é Vila Nova Futebol Clube a championann é.,1,True,True,True,A008,ga,662,team_d,SportsTeam,3,Agremiação_Sportiva_Arapiraquense | league | Campeonato_Brasileiro_Série_C<br>Agremiação_Sportiva_Arapiraquense | season | 2015<br>Campeonato_Brasileiro_Série_C | champions | Vila_Nova_Futebol_Clube,SportsTeam#3,9,"""D'imir Agremiação Sportiva Arapiraquense i séasúr 2015 agus imríonn sé i sraith Campeonato Brasileiro Série C, a raibh Vila Nova Futebol Clube ina sheaimpíní air.""",ref
ga_309,Imríonn Agremiação Sportiva Arapiraquense i gCampeonato Brasileiro Série C agus ba iad a seaimpíní ná Vila Nova Futebol Clube. D'imir sé sa séasúr 2015.,2,True,True,True,A009,ga,662,team_b,SportsTeam,3,Agremiação_Sportiva_Arapiraquense | league | Campeonato_Brasileiro_Série_C<br>Agremiação_Sportiva_Arapiraquense | season | 2015<br>Campeonato_Brasileiro_Série_C | champions | Vila_Nova_Futebol_Clube,SportsTeam#3,9,"""D'imir Agremiação Sportiva Arapiraquense i séasúr 2015 agus imríonn sé i sraith Campeonato Brasileiro Série C, a raibh Vila Nova Futebol Clube ina sheaimpíní air.""",ref
ga_9,Tá Agremiação Sportiva Arapiraquense ag imirt sa Campeonato Brasileiro Série C agus d'imigh siad sa séasúr 2015.  Tá Vila Nova Futebol Clube ina champions de Campeonato Brasileiro Série C.,5,True,True,True,A005,ga,662,team_a,SportsTeam,3,Agremiação_Sportiva_Arapiraquense | league | Campeonato_Brasileiro_Série_C<br>Agremiação_Sportiva_Arapiraquense | season | 2015<br>Campeonato_Brasileiro_Série_C | champions | Vila_Nova_Futebol_Clube,SportsTeam#3,9,"""D'imir Agremiação Sportiva Arapiraquense i séasúr 2015 agus imríonn sé i sraith Campeonato Brasileiro Série C, a raibh Vila Nova Futebol Clube ina sheaimpíní air.""",ref
